Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Quitinete;Copacabana;1;0;0;40;1700.0;500.0;60.0;2260.0;42.5;53.18;Apartamento
Casa;Jardim Botânico;2;0;1;100;7000.0;0.0;0.0;7000.0;70.0;100.0;Casa
Apartamento;Centro;1;0;0;15;800.0;390.0;20.0;1210.0;53.33;22.69;Apartamento
Apartamento;Higienópolis;1;0;0;48;800.0;230.0;0.0;1030.0;16.67;61.79;Apartamento
Apartamento;Cachambi;2;0;0;50;1300.0;301.0;17.0;1618.0;26.0;62.23;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;0.0;0.0;22000.0;29.33;750.09;Casa
Casa de Condomínio;Ramos;2;2;0;65;1000.0;0.0;0.0;1000.0;15.38;65.02;Casa
Apartamento;Grajaú;2;1;0;70;1500.0;642.0;74.0;2216.0;21.43;103.41;Apartamento
Apartamento;Lins de Vasconcelos;3;1;1;90;1500.0;455.0;14.0;1969.0;16.67;118.12;Apartamento
Apartamento;Copacabana;1;0;1;40;2000.0;561.0;50.0;2611.0;50.0;52.22;Apartamento
Quitinete;Copacabana;1;0;0;27;1800.0;501.0;0.0;2301.0;66.67;34.51;Apartamento
Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0;15803.0;53.5;295.38;Apartamento
Casa de Condomínio;Taquara;3;1;1;115;2000.0;0.0;0.0;2000.0;17.39;115.01;Casa
Apartamento;Freguesia (Jacarepaguá);3;0;0;54;950.0;300.0;28.0;1278.0;17.59;72.65;Apartamento
Apartamento;Barra da Tijuca;2;1;1;67;1700.0;589.0;147.0;2436.0;25.37;96.02;Apartamento
Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0;2738.0;17.27;158.54;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;466;7500.0;2695.0;0.0;10195.0;16.09;633.62;Casa
Apartamento;Olaria;3;1;0;68;1000.0;670.0;0.0;1670.0;14.71;113.53;Apartamento
Apartamento;Tijuca;2;1;0;78;2000.0;700.0;0.0;2700.0;25.64;105.3;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;170.77;Apartamento
Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0;1547.0;15.62;99.04;Apartamento
Apartamento;Barra da Tijuca;3;3;1;175;4200.0;1500.0;500.0;6200.0;24.0;258.33;Apartamento
Casa;Campo Grande;4;1;2;400;12000.0;0.0;0.0;12000.0;30.0;400.0;Casa
Apartamento;Botafogo;2;1;0;76;2500.0;740.0;0.0;3240.0;32.89;98.51;Apartamento
Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0;12850.0;26.46;485.64;Apartamento
Apartamento;Copacabana;3;0;0;180;5500.0;1780.0;420.0;7700.0;30.56;251.96;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;0.0;2948.0;21.9;134.61;Apartamento
Apartamento;Leblon;3;1;0;110;3900.0;1500.0;120.0;5520.0;35.45;155.71;Apartamento
Quitinete;Copacabana;1;0;0;27;1300.0;380.0;53.0;1733.0;48.15;35.99;Apartamento
Apartamento;Jardim Oceânico;3;3;1;200;3500.0;1780.0;496.0;5776.0;17.5;330.06;Apartamento
Apartamento;Barra da Tijuca;3;1;2;70;1800.0;1095.0;140.0;3035.0;25.71;118.05;Apartamento
Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0;11600.0;20.49;566.13;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2000.0;450.0;6950.0;40.91;169.89;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1340.0;0.0;4340.0;33.33;130.21;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;100;2600.0;380.0;0.0;2980.0;26.0;114.62;Apartamento
Apartamento;Barra da Tijuca;3;1;1;72;2350.0;600.0;70.0;3020.0;32.64;92.52;Apartamento
Apartamento;Humaitá;2;2;1;180;4000.0;2500.0;300.0;6800.0;22.22;306.03;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;92;2300.0;840.0;200.0;3340.0;25.0;133.6;Apartamento
Apartamento;Centro;1;0;0;27;750.0;371.0;19.0;1140.0;27.78;41.04;Apartamento
Apartamento;Ipanema;1;0;0;35;2000.0;650.0;75.0;2725.0;57.14;47.69;Apartamento
Apartamento;Ipanema;1;0;0;38;1400.0;530.0;77.0;2007.0;36.84;54.48;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;83;1600.0;1160.0;157.0;2917.0;19.28;151.3;Apartamento
Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;0.0;26600.0;15.62;1702.94;Casa
Apartamento;Barra da Tijuca;4;3;3;153;6500.0;2300.0;434.0;9234.0;42.48;217.37;Apartamento
Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0;21500.0;67.42;318.9;Apartamento
Apartamento;Ipanema;3;1;0;87;3200.0;1305.0;217.0;4722.0;36.78;128.38;Apartamento
Apartamento;Méier;3;1;0;90;1550.0;844.0;80.0;2474.0;17.22;143.67;Apartamento
Apartamento;Vargem Pequena;3;1;0;53;1400.0;385.0;28.0;1813.0;26.42;68.62;Apartamento
Apartamento;Botafogo;3;1;1;108;5950.0;1405.0;289.0;7644.0;55.09;138.75;Apartamento
Apartamento;Maracanã;2;0;0;86;1800.0;600.0;82.0;2482.0;20.93;118.59;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1850.0;675.0;200.0;2725.0;25.0;109.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;74;1900.0;556.0;98.0;2554.0;25.68;99.45;Apartamento
Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;0.0;10400.0;53.33;195.01;Apartamento
Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;500.0;11300.0;56.43;200.25;Apartamento
Casa;Méier;2;0;0;51;1500.0;50.0;0.0;1550.0;29.41;52.7;Casa
Apartamento;Jardim Botânico;2;2;0;95;4000.0;1170.0;0.0;5170.0;42.11;122.77;Apartamento
Apartamento;Cachambi;2;0;0;60;1000.0;380.0;280.0;1660.0;16.67;99.58;Apartamento
Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0;42000.0;38.36;1094.89;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;140;2500.0;1200.0;0.0;3700.0;17.86;207.17;Casa
Apartamento;Leblon;2;1;1;80;3500.0;990.0;245.0;4735.0;43.75;108.23;Apartamento
Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0;18540.0;52.92;350.34;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1364.0;406.0;4370.0;25.0;174.8;Apartamento
Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0;1094.0;17.78;61.53;Apartamento
Apartamento;Gávea;2;1;0;70;2800.0;680.0;98.0;3578.0;40.0;89.45;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2700.0;1300.0;2042.0;6042.0;30.68;196.94;Apartamento
Apartamento;Centro;1;1;0;37;1100.0;540.0;900.0;2540.0;29.73;85.44;Apartamento
Apartamento;Cosme Velho;3;4;0;130;5500.0;1407.0;246.0;7153.0;42.31;169.06;Apartamento
Apartamento;Bonsucesso;2;1;0;77;1500.0;740.0;0.0;2240.0;19.48;114.99;Apartamento
Apartamento;Barra da Tijuca;3;2;2;85;2500.0;1400.0;190.0;4090.0;29.41;139.07;Apartamento
Apartamento;Todos os Santos;3;1;1;78;1450.0;630.0;73.0;2153.0;18.59;115.81;Apartamento
Apartamento;Laranjeiras;2;1;0;54;2300.0;582.0;0.0;2882.0;42.59;67.67;Apartamento
Quitinete;Centro;0;0;0;30;800.0;505.0;0.0;1305.0;26.67;48.93;Apartamento
Apartamento;Jacarepaguá;2;1;1;69;2000.0;780.0;0.0;2780.0;28.99;95.9;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;9170.0;58.33;157.21;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2750.0;1300.0;138.0;4188.0;35.26;118.77;Apartamento
Apartamento;Itanhangá;2;1;0;60;1000.0;450.0;150.0;1600.0;16.67;95.98;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2400.0;1700.0;135.0;4235.0;26.67;158.79;Apartamento
Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0;5447.0;46.51;117.11;Apartamento
Quitinete;Flamengo;0;0;0;28;1000.0;581.0;53.0;1634.0;35.71;45.76;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;1700.0;870.0;143.0;2713.0;24.29;111.69;Apartamento
Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0;2984.0;22.5;132.62;Apartamento
Casa de Vila;Piedade;2;1;0;70;1300.0;0.0;0.0;1300.0;18.57;70.01;Casa
Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0;3650.0;15.7;232.48;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;3;2;261;2800.0;2535.0;3900.0;9235.0;10.73;860.67;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0;27162.0;55.17;492.33;Apartamento
Apartamento;Olaria;2;1;0;53;1100.0;160.0;0.0;1260.0;20.75;60.72;Apartamento
Quitinete;Copacabana;1;0;0;29;1200.0;460.0;0.0;1660.0;41.38;40.12;Apartamento
Apartamento;Botafogo;2;1;1;83;2800.0;560.0;138.0;3498.0;33.73;103.71;Apartamento
Apartamento;Botafogo;2;1;1;80;4300.0;1178.0;187.0;5665.0;53.75;105.4;Apartamento
Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;0.0;16400.0;55.6;294.96;Apartamento
Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0;8775.0;51.02;171.99;Apartamento
Apartamento;Copacabana;2;1;0;67;3500.0;950.0;160.0;4610.0;52.24;88.25;Apartamento
Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;30871.0;166.67;185.22;Apartamento
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;3911.0;716.0;12127.0;34.09;355.73;Apartamento
Apartamento;Catete;2;0;0;77;2400.0;1130.0;140.0;3670.0;31.17;117.74;Apartamento
Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;47.0;1827.0;24.55;74.42;Apartamento
Casa;Maracanã;8;3;5;259;7000.0;0.0;0.0;7000.0;27.03;258.97;Casa
Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0;5911.0;45.88;128.84;Apartamento
Apartamento;Catete;2;0;0;75;3350.0;455.0;0.0;3805.0;44.67;85.18;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1200.0;880.0;144.0;2224.0;13.33;166.84;Apartamento
Casa;Benfica;1;0;0;33;1200.0;0.0;0.0;1200.0;36.36;33.0;Casa
Quitinete;Glória;1;0;0;16;1400.0;300.0;210.0;1910.0;87.5;21.83;Apartamento
Apartamento;Praça Seca;2;0;0;80;900.0;350.0;0.0;1250.0;11.25;111.11;Apartamento
Apartamento;Vila Isabel;1;0;0;37;1000.0;285.0;24.0;1309.0;27.03;48.43;Apartamento
Apartamento;Copacabana;3;0;0;150;5500.0;1780.0;420.0;7700.0;36.67;209.98;Apartamento
Apartamento;Lagoa;3;1;1;127;5000.0;1540.0;370.0;6910.0;39.37;175.51;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1700.0;652.0;104.0;2456.0;22.97;106.92;Apartamento
Apartamento;Barra da Tijuca;3;2;1;128;3000.0;1384.0;324.0;4708.0;23.44;200.85;Apartamento
Apartamento;Gávea;3;1;1;160;8000.0;2000.0;0.0;10000.0;50.0;200.0;Apartamento
Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0;8420.0;31.0;271.61;Apartamento
Apartamento;Barra da Tijuca;2;1;0;58;1500.0;666.0;106.0;2272.0;25.86;87.86;Apartamento
Apartamento;Botafogo;3;1;1;100;5500.0;1300.0;220.0;7020.0;55.0;127.64;Apartamento
Apartamento;Barra da Tijuca;4;2;3;320;5500.0;2700.0;800.0;9000.0;17.19;523.56;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0;2152.0;13.33;161.44;Apartamento
Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0;14082.0;192.31;73.23;Apartamento
Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0;46200.0;105.26;438.91;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0;3198.0;21.15;151.21;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;237.0;4537.0;36.11;125.64;Apartamento
Apartamento;Taquara;2;1;0;75;1200.0;330.0;75.0;1605.0;16.0;100.31;Apartamento
Apartamento;Botafogo;4;1;1;190;5500.0;1720.0;350.0;7570.0;28.95;261.49;Apartamento
Quitinete;Catete;0;0;0;20;700.0;500.0;28.0;1228.0;35.0;35.09;Apartamento
Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0;79559.0;92.86;856.76;Apartamento
Apartamento;Méier;2;0;0;56;899.0;402.0;135.0;1436.0;16.05;89.47;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1200.0;600.0;54.0;1854.0;16.9;109.7;Apartamento
Apartamento;Lagoa;3;1;2;105;3600.0;1100.0;281.0;4981.0;34.29;145.26;Apartamento
Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0;17946.0;30.0;598.2;Apartamento
Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0;2350.0;18.39;127.79;Apartamento
Apartamento;Botafogo;1;0;0;35;1500.0;470.0;50.0;2020.0;42.86;47.13;Apartamento
Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0;27200.0;100.0;272.0;Apartamento
Apartamento;Copacabana;3;0;0;100;3300.0;850.0;90.0;4240.0;33.0;128.48;Apartamento
Apartamento;Barra da Tijuca;3;1;2;93;2500.0;1100.0;0.0;3600.0;26.88;133.93;Apartamento
Apartamento;Engenho Novo;2;2;0;78;800.0;915.0;55.0;1770.0;10.26;172.51;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1573.0;197.0;4270.0;29.41;145.19;Apartamento
Apartamento;Leblon;2;1;1;115;7500.0;980.0;270.0;8750.0;65.22;134.16;Apartamento
Apartamento;Botafogo;2;1;1;70;3700.0;1133.0;147.0;4980.0;52.86;94.21;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;95;1600.0;650.0;0.0;2250.0;16.84;133.61;Apartamento
Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0;40000.0;76.53;522.67;Apartamento
Apartamento;Campo Grande;2;0;0;60;1200.0;570.0;0.0;1770.0;20.0;88.5;Apartamento
Apartamento;Flamengo;1;0;0;40;1900.0;430.0;54.0;2384.0;47.5;50.19;Apartamento
Apartamento;Engenho de Dentro;3;1;1;61;1400.0;498.0;0.0;1898.0;22.95;82.7;Apartamento
Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0;8934.0;28.0;319.07;Apartamento
Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0;17072.0;75.0;227.63;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;0.0;5047.0;26.43;190.96;Apartamento
Apartamento;Copacabana;2;0;0;50;2500.0;750.0;760.0;4010.0;50.0;80.2;Apartamento
Casa;Jardim Carioca;3;2;1;135;3000.0;0.0;0.0;3000.0;22.22;135.01;Casa
Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0;3408.0;32.05;106.33;Apartamento
Quitinete;Centro;0;0;0;28;700.0;400.0;16.0;1116.0;25.0;44.64;Apartamento
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;5559.0;53.33;104.24;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;102;1850.0;882.0;0.0;2732.0;18.14;150.61;Apartamento
Apartamento;Tijuca;1;0;0;65;1200.0;320.0;0.0;1520.0;18.46;82.34;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;1500.0;1266.0;233.0;2999.0;25.0;119.96;Apartamento
Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0;15850.0;61.9;256.06;Apartamento
Apartamento;Maracanã;3;2;3;158;2400.0;1265.0;0.0;3665.0;15.19;241.28;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1548.0;260.0;3808.0;24.1;158.01;Apartamento
Apartamento;Laranjeiras;5;2;1;400;9000.0;3000.0;0.0;12000.0;22.5;533.33;Apartamento
Apartamento;Barra da Tijuca;3;1;1;84;1900.0;1103.0;212.0;3215.0;22.62;142.13;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0;2615.0;20.78;125.84;Apartamento
Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;31600.0;49.02;644.63;Apartamento
Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;2150.0;24.0;89.58;Apartamento
Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0;8900.0;43.65;203.89;Apartamento
Casa;Lins de Vasconcelos;2;0;0;40;950.0;0.0;50.0;1000.0;23.75;42.11;Casa
Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0;23110.0;70.0;330.14;Apartamento
Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0;21900.0;38.99;561.68;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;0.0;5000.0;18.5;270.27;Apartamento
Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;2100.0;21.13;99.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0;3221.0;23.46;137.3;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0;35010.0;50.42;694.37;Casa
Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0;5043.0;43.68;115.45;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;267;6500.0;700.0;3308.0;10508.0;24.34;431.72;Casa
Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0;9452.0;24.31;388.81;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;102;1900.0;688.0;0.0;2588.0;18.63;138.92;Apartamento
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;5500.0;60.0;91.67;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;350.0;16.0;1566.0;18.46;84.83;Apartamento
Apartamento;Barra da Tijuca;3;3;2;169;6500.0;1886.0;450.0;8836.0;38.46;229.75;Apartamento
Quitinete;Copacabana;1;0;0;23;1000.0;562.0;0.0;1562.0;43.48;35.92;Apartamento
Apartamento;Laranjeiras;3;1;1;90;2400.0;1311.0;0.0;3711.0;26.67;139.15;Apartamento
Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0;2172.0;36.0;60.33;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;8806.0;46.43;189.66;Apartamento
Apartamento;Campo Grande;2;0;0;60;800.0;380.0;0.0;1180.0;13.33;88.52;Apartamento
Apartamento;Ipanema;4;1;1;170;12000.0;1210.0;4222.0;17432.0;70.59;246.95;Apartamento
Casa;Tijuca;4;1;1;191;4000.0;300.0;0.0;4300.0;20.94;205.35;Casa
Apartamento;Centro;1;0;0;35;1350.0;420.0;24.0;1794.0;38.57;46.51;Apartamento
Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0;1901.0;22.22;85.55;Apartamento
Casa de Condomínio;São Conrado;3;2;1;250;5500.0;750.0;500.0;6750.0;22.0;306.82;Casa
Apartamento;Copacabana;3;1;0;112;3800.0;1123.0;286.0;5209.0;33.93;153.52;Apartamento
Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0;2766.0;13.95;198.28;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0;11150.0;53.75;207.44;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;93;1400.0;1300.0;0.0;2700.0;15.05;179.4;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;1800.0;650.0;95.0;2545.0;19.35;131.52;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;2200.0;1600.0;350.0;4150.0;36.67;113.17;Apartamento
Apartamento;Taquara;2;2;0;55;790.0;350.0;0.0;1140.0;14.36;79.39;Apartamento
Quitinete;Centro;1;0;0;33;990.0;463.0;25.0;1478.0;30.0;49.27;Apartamento
Apartamento;Copacabana;2;0;0;54;1800.0;590.0;0.0;2390.0;33.33;71.71;Apartamento
Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;4845.0;47.14;102.78;Apartamento
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;12000.0;25.64;468.02;Apartamento
Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;1808.0;24.53;73.71;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;28.57;48.27;Apartamento
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;5067.0;21.34;237.44;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;1737.0;20.0;86.85;Apartamento
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;1142.0;17.0;67.18;Apartamento
Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;5612.0;54.62;102.75;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;2218.0;20.0;110.9;Apartamento
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;1619.0;36.11;44.84;Apartamento
Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;7577.0;30.0;252.57;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;2400.0;17.86;134.38;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;1600.0;20.0;80.0;Apartamento
Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;1791.0;53.85;33.26;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;56410.0;30.0;1880.33;Casa
Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;2072.0;18.07;114.67;Apartamento
Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;1150.0;11.11;103.51;Apartamento
Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;4950.0;70.0;70.71;Apartamento
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;3180.0;26.32;120.82;Apartamento
Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;1661.0;13.91;119.41;Casa
Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;14480.0;55.0;263.27;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;2724.0;30.16;90.32;Apartamento
Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;5520.0;39.0;141.54;Apartamento
Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;10232.0;45.45;225.13;Apartamento
Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;14100.0;37.5;376.0;Apartamento
Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;2750.0;43.75;62.86;Apartamento
Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;6461.0;55.17;117.11;Apartamento
Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;0.0;0.0;800.0;20.0;40.0;Casa
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;5400.0;23.81;226.8;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;1938.0;11.04;175.54;Casa
Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;1700.0;43.33;39.23;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;5180.0;43.75;118.4;Apartamento
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;0.0;6400.0;50.0;128.0;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3818.0;22.5;169.69;Apartamento
Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;0.0;5800.0;40.18;144.35;Apartamento
Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;1085.0;15.0;72.33;Apartamento
Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;3810.0;37.33;102.06;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;170.77;Apartamento
Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;1872.0;26.42;70.86;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;0.0;3679.0;21.21;173.46;Apartamento
Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;0.0;4807.0;40.7;118.11;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;2540.0;21.25;119.53;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;5097.0;18.0;283.17;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;3486.0;32.47;107.36;Apartamento
Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;1361.0;11.11;122.5;Apartamento
Casa;Grajaú;5;4;2;450;7000.0;0.0;500.0;7500.0;15.56;482.01;Casa
Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;0.0;6630.0;30.2;219.54;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;3528.0;23.58;149.62;Apartamento
Apartamento;Anil;2;1;0;48;1100.0;400.0;0.0;1500.0;22.92;65.45;Apartamento
Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;15350.0;48.0;319.79;Apartamento
Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;3736.0;39.71;94.08;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;0.0;2680.0;18.67;143.55;Apartamento
Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;15725.0;72.16;217.92;Apartamento
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;2656.0;18.89;140.6;Casa
Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;1130.0;12.86;87.87;Apartamento
Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0;2322.0;56.67;40.97;Apartamento
Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;5545.0;11.29;491.14;Apartamento
Casa;Tanque;2;1;0;59;1200.0;170.0;0.0;1370.0;20.34;67.35;Casa
Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;0.0;33800.0;42.08;803.23;Apartamento
Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;1510.0;13.57;111.27;Apartamento
Casa;Campo Grande;3;0;0;200;2100.0;0.0;0.0;2100.0;10.5;200.0;Casa
Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;4800.0;8.75;548.57;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;2854.0;20.22;141.15;Apartamento
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;2135.0;8.33;256.3;Apartamento
