Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Freguesia (Jacarepaguá);2;1;0;52;1000.0;423.0;16.0;1439.0;19.23;74.83;Apartamento
Apartamento;Barra da Tijuca;4;2;1;162;5100.0;1900.0;386.0;7386.0;31.48;234.63;Apartamento
Apartamento;Botafogo;2;1;1;63;3000.0;70.0;81.0;3151.0;47.62;66.17;Apartamento
Apartamento;Olaria;1;0;0;56;780.0;318.0;0.0;1098.0;13.93;78.82;Apartamento
Apartamento;Leblon;2;2;1;89;7000.0;1958.0;600.0;9558.0;78.65;121.53;Apartamento
Casa;Curicica;1;0;0;50;800.0;0.0;80.0;880.0;16.0;55.0;Casa
Apartamento;Jardim Botânico;2;2;1;92;4100.0;1400.0;270.0;5770.0;44.57;129.46;Apartamento
Apartamento;Tijuca;2;1;0;85;1800.0;459.0;81.0;2340.0;21.18;110.48;Apartamento
Apartamento;Botafogo;2;1;1;85;3500.0;1000.0;230.0;4730.0;41.18;114.86;Apartamento
Apartamento;Engenho de Dentro;2;1;1;47;900.0;550.0;35.0;1485.0;19.15;77.55;Apartamento
Apartamento;Centro;1;0;0;53;1350.0;354.0;50.0;1754.0;25.47;68.87;Apartamento
Apartamento;Tijuca;2;0;0;45;1000.0;304.0;24.0;1328.0;22.22;59.77;Apartamento
Apartamento;Copacabana;3;2;2;200;7950.0;2600.0;4852.0;15402.0;39.75;387.47;Apartamento
Apartamento;Copacabana;1;0;0;45;1200.0;600.0;58.0;1858.0;26.67;69.67;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;1700.0;838.0;0.0;2538.0;28.33;89.59;Apartamento
Apartamento;Barra da Tijuca;4;4;4;342;7500.0;3400.0;0.0;10900.0;21.93;497.04;Apartamento
Apartamento;Barra da Tijuca;2;3;2;130;4300.0;2000.0;200.0;6500.0;33.08;196.49;Apartamento
Apartamento;Copacabana;3;0;1;180;5000.0;1360.0;248.0;6608.0;27.78;237.87;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;81;1900.0;622.0;132.0;2654.0;23.46;113.13;Apartamento
Apartamento;Ipanema;5;1;4;240;12000.0;2300.0;1050.0;15350.0;50.0;307.0;Apartamento
Apartamento;Tijuca;3;1;1;122;2900.0;910.0;0.0;3810.0;23.77;160.29;Apartamento
Quitinete;Botafogo;1;0;0;20;850.0;360.0;0.0;1210.0;42.5;28.47;Apartamento
Apartamento;Tijuca;2;0;0;89;1600.0;702.0;97.0;2399.0;17.98;133.43;Apartamento
Casa de Condomínio;Barra da Tijuca;4;6;4;900;17000.0;1200.0;22000.0;40200.0;18.89;2128.11;Casa
Apartamento;São Conrado;4;2;3;309;12000.0;2857.0;1236.0;16093.0;38.83;414.45;Apartamento
Apartamento;Tijuca;2;1;0;87;1600.0;630.0;79.0;2309.0;18.39;125.56;Apartamento
Apartamento;Copacabana;2;0;0;69;2750.0;791.0;186.0;3727.0;39.86;93.5;Apartamento
Apartamento;Copacabana;3;0;0;135;3500.0;1500.0;185.0;5185.0;25.93;199.96;Apartamento
Apartamento;Leblon;4;2;2;205;17000.0;6000.0;991.0;23991.0;82.93;289.29;Apartamento
Quitinete;Centro;1;0;0;20;1000.0;286.0;19.0;1305.0;50.0;26.1;Apartamento
Apartamento;Maracanã;3;1;0;80;1800.0;700.0;76.0;2576.0;22.5;114.49;Apartamento
Apartamento;Leblon;2;1;1;80;3300.0;1700.0;290.0;5290.0;41.25;128.24;Apartamento
Apartamento;Barra da Tijuca;3;2;3;150;6500.0;1300.0;400.0;8200.0;43.33;189.25;Apartamento
Apartamento;Botafogo;1;1;0;45;2300.0;1020.0;191.0;3511.0;51.11;68.69;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2700.0;750.0;160.0;3610.0;38.57;93.6;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;674;27000.0;2100.0;19369.0;48469.0;40.06;1209.91;Casa
Apartamento;Humaitá;3;2;3;220;9600.0;13006.0;1800.0;24406.0;43.64;559.26;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;1800.0;1050.0;150.0;3000.0;25.71;116.69;Apartamento
Casa;Realengo;2;0;0;60;800.0;0.0;0.0;800.0;13.33;60.02;Casa
Apartamento;Ipanema;2;1;1;110;3500.0;812.0;285.0;4597.0;31.82;144.47;Apartamento
Apartamento;Barra da Tijuca;2;2;1;75;1450.0;1000.0;100.0;2550.0;19.33;131.92;Apartamento
Apartamento;Copacabana;3;0;0;100;2200.0;1200.0;25000.0;28400.0;22.0;1290.91;Apartamento
Apartamento;Ipanema;3;2;1;140;5300.0;2500.0;600.0;8400.0;37.86;221.87;Apartamento
Casa;Rio Comprido;3;4;0;330;5000.0;0.0;0.0;5000.0;15.15;330.03;Casa
Quitinete;Flamengo;1;0;0;24;1000.0;287.0;24.0;1311.0;41.67;31.46;Apartamento
Apartamento;Taquara;2;1;0;37;700.0;320.0;0.0;1020.0;18.92;53.91;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1259.0;236.0;5195.0;26.43;196.56;Apartamento
Casa de Condomínio;Barra da Tijuca;5;2;5;758;25000.0;1510.0;20500.0;47010.0;32.98;1425.41;Casa
Apartamento;Barra da Tijuca;4;3;4;250;8000.0;3335.0;753.0;12088.0;32.0;377.75;Apartamento
Apartamento;Barra da Tijuca;4;2;1;150;4000.0;1750.0;265.0;6015.0;26.67;225.53;Apartamento
Casa de Vila;Curicica;2;1;0;70;1650.0;50.0;0.0;1700.0;23.57;72.13;Casa
Apartamento;Barra da Tijuca;4;2;1;158;7000.0;2800.0;650.0;10450.0;44.3;235.89;Apartamento
Apartamento;Todos os Santos;3;1;0;77;1300.0;511.0;0.0;1811.0;16.88;107.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;970.0;100.0;3070.0;28.57;107.46;Apartamento
Apartamento;Copacabana;4;2;0;140;4000.0;2000.0;226.0;6226.0;28.57;217.92;Apartamento
Apartamento;Copacabana;1;1;0;34;3000.0;730.0;54.0;3784.0;88.24;42.88;Apartamento
Apartamento;Ipanema;4;3;1;280;22500.0;3160.0;0.0;25660.0;80.36;319.31;Apartamento
Apartamento;Tijuca;3;1;1;88;2000.0;700.0;135.0;2835.0;22.73;124.73;Apartamento
Apartamento;Leblon;4;2;1;350;10000.0;2200.0;4000.0;16200.0;28.57;567.03;Apartamento
Apartamento;Lagoa;3;2;2;119;4800.0;1800.0;0.0;6600.0;40.34;163.61;Apartamento
Apartamento;Copacabana;3;1;1;150;7000.0;2400.0;500.0;9900.0;46.67;212.13;Apartamento
Apartamento;Tijuca;1;0;1;46;1400.0;320.0;21.0;1741.0;30.43;57.21;Apartamento
Apartamento;Ipanema;3;2;1;95;5700.0;1350.0;250.0;7300.0;60.0;121.67;Apartamento
Apartamento;Laranjeiras;3;2;2;147;7000.0;2114.0;456.0;9570.0;47.62;200.97;Apartamento
Casa;Braz de Pina;2;0;0;25;800.0;0.0;0.0;800.0;32.0;25.0;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);4;4;1;167;2750.0;990.0;177.0;3917.0;16.47;237.83;Casa
Apartamento;Leblon;1;0;0;50;3000.0;460.0;95.0;3555.0;60.0;59.25;Apartamento
Casa;Gávea;4;0;3;500;18000.0;1500.0;1100.0;20600.0;36.0;572.22;Casa
Casa;Tijuca;3;5;1;260;6500.0;0.0;1031.0;7531.0;25.0;301.24;Casa
Apartamento;Leblon;3;1;0;140;5800.0;1198.0;417.0;7415.0;41.43;178.98;Apartamento
Apartamento;Copacabana;3;2;1;156;3900.0;1544.0;320.0;5764.0;25.0;230.56;Apartamento
Apartamento;Tijuca;2;1;1;85;1800.0;610.0;115.0;2525.0;21.18;119.22;Apartamento
Apartamento;Barra da Tijuca;1;1;0;72;1600.0;1000.0;200.0;2800.0;22.22;126.01;Apartamento
Casa de Condomínio;Irajá;1;0;0;35;750.0;0.0;0.0;750.0;21.43;35.0;Casa
Casa de Vila;Botafogo;2;1;1;81;2500.0;350.0;71.0;2921.0;30.86;94.65;Casa
Apartamento;Copacabana;3;0;1;160;5000.0;800.0;190.0;5990.0;31.25;191.68;Apartamento
Apartamento;Ipanema;3;1;1;170;5000.0;2300.0;460.0;7760.0;29.41;263.86;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;1300.0;675.0;97.0;2072.0;25.0;82.88;Apartamento
Apartamento;Engenho Novo;2;0;0;46;900.0;320.0;13.0;1233.0;19.57;63.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;62;1200.0;345.0;27.0;1572.0;19.35;81.24;Apartamento
Apartamento;Leblon;2;1;0;85;4500.0;1200.0;170.0;5870.0;52.94;110.88;Apartamento
Apartamento;Barra da Tijuca;3;2;1;223;7000.0;2349.0;0.0;9349.0;31.39;297.83;Apartamento
Casa de Condomínio;Campo Grande;2;1;2;85;1000.0;0.0;0.0;1000.0;11.76;85.03;Casa
Apartamento;Barra da Tijuca;1;1;1;82;1600.0;1396.0;241.0;3237.0;19.51;165.91;Apartamento
Apartamento;Rio Comprido;3;1;0;120;1700.0;700.0;83.0;2483.0;14.17;175.23;Apartamento
Apartamento;Copacabana;1;0;1;48;1500.0;680.0;0.0;2180.0;31.25;69.76;Apartamento
Apartamento;Lagoa;3;1;0;105;4200.0;1244.0;290.0;5734.0;40.0;143.35;Apartamento
Apartamento;Copacabana;1;0;0;39;1600.0;500.0;71.0;2171.0;41.03;52.91;Apartamento
Apartamento;Jacarepaguá;2;1;0;64;1500.0;622.0;60.0;2182.0;23.44;93.09;Apartamento
Apartamento;Lagoa;4;4;4;400;20000.0;4230.0;1709.0;25939.0;50.0;518.78;Apartamento
Apartamento;Barra da Tijuca;2;2;1;110;3500.0;800.0;250.0;4550.0;31.82;142.99;Apartamento
Apartamento;Leblon;4;3;3;509;25000.0;4820.0;2360.0;32180.0;49.12;655.13;Apartamento
Apartamento;Barra da Tijuca;1;2;0;71;2900.0;1412.0;0.0;4312.0;40.85;105.56;Apartamento
Apartamento;Maracanã;2;0;0;85;2500.0;450.0;83.0;3033.0;29.41;103.13;Apartamento
Apartamento;Leblon;3;2;1;200;7500.0;3336.0;840.0;11676.0;37.5;311.36;Apartamento
Apartamento;Gávea;3;2;1;130;5500.0;1400.0;330.0;7230.0;42.31;170.88;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1600.0;470.0;160.0;2230.0;21.33;104.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2300.0;1100.0;1583.0;4983.0;27.06;184.15;Apartamento
Apartamento;Copacabana;3;0;1;110;2900.0;800.0;0.0;3700.0;26.36;140.36;Apartamento
Apartamento;Leblon;2;0;0;74;4000.0;640.0;211.0;4851.0;54.05;89.75;Apartamento
Apartamento;Vila Isabel;1;1;1;75;1300.0;671.0;100.0;2071.0;17.33;119.5;Apartamento
Apartamento;Botafogo;3;1;0;94;4500.0;1500.0;1400.0;7400.0;47.87;154.59;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;3;200;4500.0;1000.0;500.0;6000.0;22.5;266.67;Apartamento
Apartamento;Barra da Tijuca;1;1;1;65;2000.0;1550.0;350.0;3900.0;30.77;126.75;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;0;300;5000.0;1100.0;500.0;6600.0;16.67;395.92;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;5000.0;15100.0;51.43;293.6;Apartamento
Apartamento;Laranjeiras;1;0;0;25;900.0;450.0;30.0;1380.0;36.0;38.33;Apartamento
Apartamento;Copacabana;3;0;0;100;2500.0;1100.0;178.0;3778.0;25.0;151.12;Apartamento
Casa de Condomínio;Leblon;4;4;4;732;15000.0;3473.0;0.0;18473.0;20.49;901.56;Casa
Apartamento;Recreio dos Bandeirantes;3;0;3;200;3800.0;1500.0;3800.0;9100.0;19.0;478.95;Apartamento
Apartamento;Ipanema;2;1;1;90;3990.0;1000.0;85.0;5075.0;44.33;114.48;Apartamento
Apartamento;Glória;1;0;0;36;1200.0;638.0;56.0;1894.0;33.33;56.83;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2100.0;998.0;0.0;3098.0;17.5;177.03;Apartamento
Apartamento;Barra da Tijuca;4;1;1;200;7000.0;1150.0;280.0;8430.0;35.0;240.86;Apartamento
Apartamento;Ipanema;2;1;0;83;4500.0;1200.0;130.0;5830.0;54.22;107.52;Apartamento
Apartamento;Cidade Nova;3;2;0;75;1900.0;600.0;16.0;2516.0;25.33;99.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;3000.0;1645.0;370.0;5015.0;27.27;183.9;Apartamento
Apartamento;Urca;1;0;0;38;2300.0;460.0;0.0;2760.0;60.53;45.6;Apartamento
Apartamento;Leblon;2;1;1;100;3400.0;1300.0;3500.0;8200.0;34.0;241.18;Apartamento
Apartamento;São Conrado;3;2;1;121;2000.0;1500.0;0.0;3500.0;16.53;211.74;Apartamento
Apartamento;Gávea;1;0;0;62;2900.0;450.0;120.0;3470.0;46.77;74.19;Apartamento
Apartamento;São Conrado;5;0;1;207;4500.0;2205.0;330.0;7035.0;21.74;323.6;Apartamento
Apartamento;Ipanema;3;0;0;118;4000.0;1070.0;2326.0;7396.0;33.9;218.17;Apartamento
Apartamento;Olaria;1;0;0;55;850.0;40.0;0.0;890.0;15.45;57.61;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2600.0;1478.0;151.0;4229.0;32.5;130.12;Apartamento
Casa;Irajá;2;0;0;86;875.0;0.0;0.0;875.0;10.17;86.04;Casa
Apartamento;Tijuca;3;2;2;145;3100.0;880.0;0.0;3980.0;21.38;186.16;Apartamento
Apartamento;Copacabana;1;0;0;37;1500.0;560.0;24.0;2084.0;40.54;51.41;Apartamento
Apartamento;Ipanema;4;1;1;191;6500.0;2900.0;780.0;10180.0;34.03;299.15;Apartamento
Casa de Vila;Vila Isabel;1;0;0;48;1200.0;0.0;66.0;1266.0;25.0;50.64;Casa
Apartamento;Jacarepaguá;3;1;1;91;2600.0;1259.0;108.0;3967.0;28.57;138.85;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;3000.0;1799.0;533.0;5332.0;21.43;248.81;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;3000.0;1700.0;334.0;5034.0;25.0;201.36;Apartamento
Apartamento;Tijuca;3;0;0;85;1800.0;600.0;116.0;2516.0;21.18;118.79;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;4;870;12800.0;1920.0;1399.0;16119.0;14.71;1095.79;Casa
Casa de Condomínio;Barra da Tijuca;7;8;7;1450;30000.0;1500.0;2800.0;34300.0;20.69;1657.81;Casa
Apartamento;Leblon;1;0;0;53;2900.0;730.0;195.0;3825.0;54.72;69.9;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1500.0;770.0;110.0;2380.0;19.23;123.76;Apartamento
Apartamento;Botafogo;2;1;0;73;2800.0;860.0;96.0;3756.0;38.36;97.91;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;2300.0;1650.0;258.0;4208.0;23.0;182.96;Apartamento
Apartamento;Flamengo;1;0;0;60;2700.0;1000.0;200.0;3900.0;45.0;86.67;Apartamento
Apartamento;Flamengo;3;2;0;435;12000.0;2009.0;12390.0;26399.0;27.59;956.83;Apartamento
Apartamento;Barra da Tijuca;1;1;1;40;1300.0;630.0;12.0;1942.0;32.5;59.75;Apartamento
Apartamento;Ipanema;3;2;1;123;6500.0;2088.0;0.0;8588.0;52.85;162.5;Apartamento
Apartamento;Leblon;2;1;1;60;4700.0;968.0;0.0;5668.0;78.33;72.36;Apartamento
Apartamento;Usina;3;1;0;130;1900.0;700.0;118.0;2718.0;14.62;185.91;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;300;6500.0;1145.0;0.0;7645.0;21.67;352.79;Casa
Casa de Condomínio;Barra da Tijuca;5;4;5;700;35000.0;0.0;0.0;35000.0;50.0;700.0;Casa
Apartamento;Lagoa;3;2;1;144;5500.0;2245.0;600.0;8345.0;38.19;218.51;Apartamento
Apartamento;Leblon;3;2;2;138;8500.0;1250.0;4700.0;14450.0;61.59;234.62;Apartamento
Apartamento;Irajá;2;1;0;69;1400.0;340.0;280.0;2020.0;20.29;99.56;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;153;2000.0;1534.0;387.0;3921.0;13.07;300.0;Apartamento
Apartamento;Copacabana;2;0;0;88;1800.0;1075.0;135.0;3010.0;20.45;147.19;Apartamento
Apartamento;Taquara;2;1;0;60;1200.0;505.0;77.0;1782.0;20.0;89.1;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;1000.0;624.0;6124.0;38.46;159.23;Apartamento
Apartamento;Centro;0;0;0;32;700.0;358.0;21.0;1079.0;21.88;49.31;Apartamento
Apartamento;Copacabana;3;0;0;103;6000.0;780.0;240.0;7020.0;58.25;120.52;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;226;3900.0;1547.0;423.0;5870.0;17.26;340.09;Casa
Apartamento;Tijuca;1;0;0;42;1600.0;550.0;20.0;2170.0;38.1;56.96;Apartamento
Apartamento;Vila Isabel;3;1;0;80;1800.0;600.0;72.0;2472.0;22.5;109.87;Apartamento
Apartamento;Todos os Santos;3;0;0;70;1000.0;340.0;15.0;1355.0;14.29;94.82;Apartamento
Apartamento;Cachambi;2;1;0;70;1300.0;550.0;0.0;1850.0;18.57;99.62;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;2200.0;1379.0;252.0;3831.0;23.4;163.72;Apartamento
Casa de Vila;Maracanã;3;1;0;120;1800.0;100.0;17.0;1917.0;15.0;127.8;Casa
Apartamento;Bento Ribeiro;2;1;0;53;900.0;510.0;0.0;1410.0;16.98;83.04;Apartamento
Casa de Condomínio;Gávea;5;4;1;705;10000.0;1000.0;1700.0;12700.0;14.18;895.63;Casa
Apartamento;Flamengo;3;0;0;115;2700.0;728.0;223.0;3651.0;23.48;155.49;Apartamento
Apartamento;Ipanema;4;2;2;210;28000.0;3020.0;9247.0;40267.0;133.33;302.01;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2800.0;1250.0;219.0;4269.0;40.0;106.72;Apartamento
Apartamento;Botafogo;3;2;1;118;3800.0;1149.0;0.0;4949.0;32.2;153.7;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;88;2100.0;397.0;0.0;2497.0;23.86;104.65;Apartamento
Apartamento;Copacabana;1;1;0;55;2100.0;1450.0;180.0;3730.0;38.18;97.7;Apartamento
Apartamento;Botafogo;1;0;0;22;830.0;599.0;29.0;1458.0;37.73;38.64;Apartamento
Apartamento;São Conrado;3;3;3;230;8500.0;2780.0;1369.0;12649.0;36.96;342.23;Apartamento
Apartamento;Catete;1;0;1;30;1600.0;455.0;29.0;2084.0;53.33;39.08;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;76;2200.0;878.0;168.0;3246.0;28.95;112.12;Apartamento
Casa;Recreio dos Bandeirantes;3;4;1;400;8500.0;0.0;0.0;8500.0;21.25;400.0;Casa
Apartamento;Gávea;3;1;0;109;3000.0;1500.0;238.0;4738.0;27.52;172.17;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;125;2300.0;700.0;0.0;3000.0;18.4;163.04;Apartamento
Apartamento;Ipanema;2;1;1;160;4000.0;1500.0;360.0;5860.0;25.0;234.4;Apartamento
Apartamento;Ipanema;3;1;1;194;7000.0;1827.0;610.0;9437.0;36.08;261.56;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;2200.0;1312.0;265.0;3777.0;26.51;142.47;Apartamento
Apartamento;Tijuca;3;1;0;110;1600.0;950.0;122.0;2672.0;14.55;183.64;Apartamento
Apartamento;Tijuca;3;1;1;100;3200.0;750.0;0.0;3950.0;32.0;123.44;Apartamento
Apartamento;Irajá;2;1;0;60;1210.0;280.0;0.0;1490.0;20.17;73.87;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2500.0;950.0;100.0;3550.0;35.71;99.41;Apartamento
Apartamento;Barra da Tijuca;4;2;2;200;4700.0;2100.0;0.0;6800.0;23.5;289.36;Apartamento
Apartamento;Copacabana;1;0;0;60;2500.0;500.0;24.0;3024.0;41.67;72.57;Apartamento
Apartamento;Urca;2;0;0;70;2800.0;450.0;144.0;3394.0;40.0;84.85;Apartamento
Apartamento;Barra da Tijuca;3;4;1;216;5500.0;1700.0;595.0;7795.0;25.46;306.17;Apartamento
Casa de Vila;Riachuelo;1;0;0;24;680.0;0.0;16.0;696.0;28.33;24.57;Casa
Apartamento;Flamengo;3;1;1;190;5500.0;1800.0;0.0;7300.0;28.95;252.16;Apartamento
Apartamento;Leblon;3;2;3;128;12000.0;2240.0;530.0;14770.0;93.75;157.55;Apartamento
Apartamento;Leblon;3;0;0;120;3800.0;950.0;207.0;4957.0;31.67;156.52;Apartamento
Apartamento;Flamengo;6;2;4;590;11000.0;5314.0;0.0;16314.0;18.64;875.21;Apartamento
Apartamento;Barra da Tijuca;4;2;1;171;7500.0;2300.0;480.0;10280.0;43.86;234.38;Apartamento
Apartamento;Barra da Tijuca;3;6;3;364;14000.0;7000.0;2000.0;23000.0;38.46;598.02;Apartamento
Apartamento;Copacabana;1;0;0;35;2500.0;500.0;0.0;3000.0;71.43;42.0;Apartamento
Quitinete;Copacabana;1;0;0;34;1350.0;573.0;28.0;1951.0;39.71;49.13;Apartamento
Apartamento;Tijuca;1;1;0;62;1600.0;690.0;25.0;2315.0;25.81;89.69;Apartamento
Apartamento;Campinho;2;0;0;50;850.0;300.0;0.0;1150.0;17.0;67.65;Apartamento
Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0;3215.0;38.46;83.59;Apartamento
Apartamento;Cacuia;1;0;0;37;800.0;200.0;24.0;1024.0;21.62;47.36;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;48;1150.0;371.0;0.0;1521.0;23.96;63.48;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;350;7000.0;7068.0;5266.0;19334.0;20.0;966.7;Casa
Apartamento;Ipanema;1;0;1;45;1500.0;970.0;0.0;2470.0;33.33;74.11;Apartamento
Apartamento;Flamengo;3;1;1;175;4000.0;1200.0;200.0;5400.0;22.86;236.22;Apartamento
Apartamento;São Conrado;4;2;1;187;6000.0;2380.0;290.0;8670.0;32.09;270.18;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;3000.0;1900.0;377.0;5277.0;25.0;211.08;Apartamento
Apartamento;Taquara;2;1;1;60;1200.0;580.0;0.0;1780.0;20.0;89.0;Apartamento
Apartamento;Flamengo;2;0;0;60;3200.0;533.0;120.0;3853.0;53.33;72.25;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;1200.0;280.0;0.0;1480.0;20.0;74.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;177;1300.0;1230.0;220.0;2750.0;7.34;374.66;Apartamento
Casa de Condomínio;Barra da Tijuca;3;6;1;420;6900.0;992.0;773.0;8665.0;16.43;527.39;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;110;3000.0;854.0;240.0;4094.0;27.27;150.13;Apartamento
Apartamento;Leblon;4;1;2;220;7800.0;1980.0;490.0;10270.0;35.45;289.7;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2000.0;766.0;291.0;3057.0;18.18;168.15;Apartamento
Apartamento;Copacabana;3;0;1;120;6500.0;1050.0;165.0;7715.0;54.17;142.42;Apartamento
Apartamento;Botafogo;2;1;0;84;4230.0;1140.0;0.0;5370.0;50.36;106.63;Apartamento
Casa;Campo Grande;2;0;0;75;1400.0;0.0;0.0;1400.0;18.67;74.99;Casa
Apartamento;Copacabana;2;1;2;160;6500.0;6500.0;500.0;13500.0;40.62;332.35;Apartamento
Apartamento;Leblon;3;2;1;120;5700.0;1871.0;560.0;8131.0;47.5;171.18;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2500.0;1250.0;2400.0;6150.0;30.49;201.71;Apartamento
Apartamento;Botafogo;3;2;1;108;2800.0;1155.0;261.0;4216.0;25.93;162.59;Apartamento
Apartamento;Barra da Tijuca;3;4;3;500;7000.0;750.0;9000.0;16750.0;14.0;1196.43;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2300.0;950.0;65.0;3315.0;31.08;106.66;Apartamento
Casa;Vaz Lobo;2;0;0;55;600.0;0.0;0.0;600.0;10.91;55.0;Casa
Apartamento;Jardim Botânico;3;1;1;90;3900.0;950.0;22190.0;27040.0;43.33;624.05;Apartamento
Casa;Campo Grande;2;1;0;80;1200.0;0.0;0.0;1200.0;15.0;80.0;Casa
Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1030.0;74.0;3604.0;32.05;112.45;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1200.0;2500.0;5700.0;27.78;205.18;Apartamento
Apartamento;Ipanema;2;1;0;81;4000.0;1207.0;300.0;5507.0;49.38;111.52;Apartamento
Casa de Condomínio;Barra da Tijuca;3;4;3;600;16000.0;2200.0;1200.0;19400.0;26.67;727.41;Casa
Apartamento;São Conrado;4;3;3;287;12000.0;2700.0;650.0;15350.0;41.81;367.14;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;8995.0;42.0;214.17;Apartamento
Apartamento;Abolição;2;0;0;45;1200.0;65.0;10.0;1275.0;26.67;47.81;Apartamento
Apartamento;Barra da Tijuca;3;2;1;175;2400.0;1600.0;450.0;4450.0;13.71;324.58;Apartamento
Casa de Condomínio;São Conrado;4;4;4;1200;24500.0;1600.0;3498.0;29598.0;20.42;1449.46;Casa
Casa;Leblon;0;0;0;300;39000.0;0.0;2100.0;41100.0;130.0;316.15;Casa
Apartamento;Leblon;4;2;1;135;7500.0;1250.0;366.0;9116.0;55.56;164.07;Apartamento
Apartamento;Barra da Tijuca;2;1;1;68;2500.0;1500.0;85.0;4085.0;36.76;111.13;Apartamento
Apartamento;Leblon;5;5;5;700;39000.0;6200.0;0.0;45200.0;55.71;811.34;Apartamento
Quitinete;Centro;1;0;0;28;1200.0;570.0;0.0;1770.0;42.86;41.3;Apartamento
Apartamento;Barra da Tijuca;3;3;3;160;8500.0;2200.0;0.0;10700.0;53.12;201.43;Apartamento
Apartamento;Méier;2;0;0;79;1200.0;397.0;50.0;1647.0;15.19;108.43;Apartamento
Apartamento;Copacabana;1;0;0;35;1500.0;695.0;110.0;2305.0;42.86;53.78;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;214;3000.0;900.0;450.0;4350.0;14.02;310.27;Apartamento
Apartamento;Usina;3;1;1;130;1600.0;720.0;128.0;2448.0;12.31;198.86;Apartamento
Apartamento;Madureira;2;0;0;62;650.0;343.0;0.0;993.0;10.48;94.75;Apartamento
Apartamento;São Conrado;4;4;4;470;19999.0;6000.0;4000.0;29999.0;42.55;705.03;Apartamento
Apartamento;Copacabana;3;0;1;124;4000.0;1500.0;197.0;5697.0;32.26;176.6;Apartamento
Apartamento;São Conrado;3;2;1;157;5500.0;1791.0;554.0;7845.0;35.03;223.95;Apartamento
Apartamento;Flamengo;3;0;1;100;2500.0;782.0;0.0;3282.0;25.0;131.28;Apartamento
Apartamento;Barra da Tijuca;2;1;0;50;1150.0;490.0;0.0;1640.0;23.0;71.3;Apartamento
Apartamento;Barra da Tijuca;2;1;2;90;2500.0;990.0;0.0;3490.0;27.78;125.63;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;140;2600.0;830.0;200.0;3630.0;18.57;195.48;Apartamento
Apartamento;Vila Isabel;1;0;0;36;1000.0;480.0;20.0;1500.0;27.78;54.0;Apartamento
